ID_Perfume,perfume,brand,is_lokal,Notes
FRGN-15660,thor,thera-cosmeticos,False,"pear, mint, lavender, bergamot, sicilian lemon, cinnamon, caraway, sage, clary sage, black vanilla husk, amber, patchouli, cedar"
FRGN-15661,tokyo-bloom,the-different-company,False,"dandelion, basil, black currant, cyclamen, jasmine, musk, guaiac wood, amber"
FRGN-15662,insignia,thameen,False,"fig, whiskey, bitter orange, bay leaf, geranium, damask rose, sandalwood, vetiver, suede"
FRGN-15663,opera,sospiro-perfumes,False,"fruity notes, turkish rose, nutmeg, ylang-ylang, ambergris, leather, patchouli, vanilla, musk, vetiver, virginian cedar"
FRGN-15664,truffle-cream-white-chocolate-coconut-flower,so,False,"coconut, pineapple, coconut leaf, white chocolate, vanilla, white flowers, custard, musk, floral notes"
FRGN-15665,hungry-hungry-hippies,smell-bent,False,"mexican chocolate, cannabis, cassis, patchouli, soil tincture"
FRGN-15666,b-u-wild,sarantis,False,"green notes, water lily, galbanum, jasmine, carnation, rose, big strawberry, musk, amber"
FRGN-15667,gentle-iris,pokrovka-trading-house,False,"iris, mimosa, pink pepper, jasmine, cedar"
FRGN-15668,time-traveller,sapientiae-niche,False,"black pepper, nutmeg, coffee, bergamot, sandalwood, palo santo, jasmine, geranium, incense, vetiver, agarwood (oud), tobacco, amber, oakmoss"
FRGN-15669,police-daydream,police,False,"dew drop, peach, green leaves, orange, white flowers, musk, sandalwood"
FRGN-15670,bel-absinthe,roos-roos,False,"chamomile, wormwood, muscenone, dreamwood, helvetolide, cetalox, indonesian patchouli leaf"
FRGN-15671,ottoman-leather,renier-perfumes,False,"honey, red fruits, pear, neroli, bergamot, leather, champaca, cashmeran, sandalwood, vetiver, castoreum, black musk, tobacco, benzoin, amber, patchouli"
FRGN-15672,legende-de-saba,reine-de-saba,False,"geranium, cumin, clove, rose, myrrh, balsam fir, ambroxan, musk, patchouli"
FRGN-15673,avant-le-jour,rance-1795,False,"violet, mandarin orange, mint, iris, guaiac wood, jasmine, pomegranate seed, cedar, bourbon vanilla, benzoin, olibanum, amber"
FRGN-15674,corpi-caldi,profumi-del-forte,False,"gardenia, plum, grapefruit, mint, orange blossom, ylang-ylang, patchouli, rose, iris, vanilla, heliotrope, white musk, ambergris, oakmoss"
FRGN-15675,pillowtalk-poet,pinrose,False,"powdery notes, geranium, ambergris, cloves, musk, amber, sandalwood"
FRGN-15676,amazing-grace-ballet-rose,philosophy,False,"litchi, rose, peony, white musk, woodsy notes"
FRGN-15677,agua-de-peonia,phebo,False,"nutmeg, coriander, bergamot, peony, rose, mandarin orange, amber, olibanum, musk"
FRGN-15678,flor-de-maio,phebo,False,"bergamot, copaiba balm, carrot seeds, asian lily, magnolia, orange blossom, tonka bean, cedar, amber"
FRGN-15679,hoja-de-cuba,parfums-berdoues,False,"allspice, haitian vetiver, tobacco"
FRGN-15680,wazamba,parfum-d-empire,False,"incense, cypress, red apple, aldehydes, myrrh, olibanum, labdanum, plum, incense, resin, opoponax, sandalwood, fern"
FRGN-15681,red-orchid,oscar-de-la-renta,False,"blueberry, blackberry, mandarin orange, orchid, iris, vanilla, sandalwood"
FRGN-15682,kind-intentions,navitus-parfums,False,"seaweed, italian mandarin, iris, white flowers, frankincense, oakmoss, madagascar vanilla, musk, sandalwood, benzoin"
FRGN-15683,vaniglia-bianca,nature-s,False,"bitter almond, anise, caraway, bergamot, hawthorn, jasmine, tuberose, vanilla, sandalwood, musk"
FRGN-15684,rose-j,morph,False,"incense, rose, agarwood (oud), resin"
FRGN-15685,divina-marchesa,moresque,False,"peppermint, cinnamon leaf, lavender, cardamom, pink pepper, jasmine, patchouli, iris, vetiver, white rose, white musk, amber, sandalwood, incense"
FRGN-15686,lady-tubereuse,moresque,False,"tuberose, fruity notes, ginger, lily, ylang-ylang, angelica, vanilla, tonka bean, resin, amber, white musk, cedar, vetiver"
FRGN-15687,modern-oud,moresque,False,"lemon, bergamot, water notes, cypress, tomato leaf, juniper berries, hinoki, agarwood (oud), cypriol oil or nagarmotha, cashmere wood"
FRGN-15688,sexual-secret,michel-germain,False,"mango, blood mandarin, lotus, jasmine, rose, white musk, cashmere wood, amber"
FRGN-15689,tattoo,michel-germain,False,"lime, passion flower, caramel, honeysuckle, amber, woodsy notes, musk"
FRGN-15690,511-black-tie,michael-malul-london,False,"juniper berries, dried fruits, ginger, lily, heliotrope, sage, amber, musk, tonka bean, vanilla"
FRGN-15691,pink,max-philip,False,"black currant, rhubarb, rice, pear, rose, musk, moss"
FRGN-15692,ray-flection,masque-milano,False,"yellow mandarin, aldehydes, cardamom, mimosa absolute, solar notes, violet leaf, beeswax, musk, cedar"
FRGN-15693,upscale-black,mary-kay,False,"apple blossom, italian lemon, white grapefruit, lily, tonka bean, lavender, mexican vanilla, oakmoss, javanol, amber"
FRGN-15694,mine-pour-homme,marc-joseph,False,"orange, grapefruit, lemon, nutmeg, pink pepper, vetiver, ginger, herbal notes, musk, patchouli, sandalwood"
FRGN-15695,white-rose,majouri,False,"green notes, white flowers, lemon, white musk, rose, spicy notes, musk, tuberose, benzoin"
FRGN-15696,lavanda-algodao,mahogany,False,"lavender, geranium, eucalyptus, bergamot, iris, white lily, rose, lime, musk, sandalwood, vanilla, vetiver"
FRGN-15697,mogno-atlantico,mahogany,False,"sea notes, orange, green apple, cardamom, lavender, water notes, cashmere wood, bay essence, violet, cedar, magnolia, ambergris, oakmoss, white musk, patchouli"
FRGN-15698,ab-spirit-millionaire,lomani,False,"green apple, cardamom, mandarin orange, bergamot, cumin, coriander, nutmeg, jasmine, vanilla, white musk, amber, cedar"
FRGN-15699,aesthete,le-galion,False,"saffron, mandarin orange, incense, artemisia, leather, agarwood (oud), guaiac wood, castoreum, jasmine, vanilla, white musk, sandalwood"
FRGN-15700,jasmin-2020,le-galion,False,"cyclamen, cumin, petitgrain, orange, chinese jasmine, jasmine sambac, french narcissus, casablanca lily, ylang-ylang, plum, oakmoss, vetiver, mate, patchouli, leather"
FRGN-15701,angel-cat-sugar-cookie,la-rive,False,"marshamallow, raspberry, peach, caramel, vanilla, musk"
FRGN-15702,grigioperla,la-perla,False,"rosemary, lavender, basil, coriander, anise, bergamot, clary sage, geranium, carnation, oakmoss, sandalwood, leather, amber, cedar, tonka bean, musk"
FRGN-15703,j-aime-la-nuit,la-perla,False,"pear, orchid, jasmine, rose, amber, cashmere wood"
FRGN-15704,maserati-centennial-polo-tour,la-martina,False,"bergamot, nutmeg, mandarin orange, violet, ivy, incense, musk, vetiver, patchouli"
FRGN-15705,korloff-gold,korloff-paris,False,"big strawberry, gardenia, coconut blossom, tiare flower, frangipani, jasmine, vanila, musk, cedar"
FRGN-15706,zulfa,khalis,False,"mimosa, spicy notes, white rose, citruses, white musk"
FRGN-15707,ambre-premier,jovoy-paris,False,"spices, citruses, rose, amber, vanille, patchouli"
FRGN-15708,gingerbread-brown-sugar,jousset-parfums,False,"ginger, cinnamon, caramel, nutmeg, biscuit, amber, brown sugar, benzoin, vanilla"
FRGN-15709,all-about-eve,joop,False,"apple, floral notes, cinnamon, jasmine, vanilla, vetiver"
FRGN-15710,joop-le-bain,joop,False,"aldehydes, orange blossom, bergamot, lemon, sandalwood, jasmine, cedar, rose, lily-of-the-valley, tonka bean, vanilla, amber, musk, patchouli"
FRGN-15711,ana-furtado,jequiti,False,"red fruits, bergamot, grapefruit, rose, jasmine sambac, freesia, patchouli, vetiver, vanilla"
FRGN-15712,desiree,jequiti,False,"violet, pink pepper, mandarin orange, macarons, raspberry, cherry blossom, rose, patchouli, caramel, amber"
FRGN-15713,menthe-fraiche,james-heeley,False,"mint, bergamot, green tea, freesia, virginia cedar"
FRGN-15714,arabian-amber,illuminum,False,"bergamot, cedar, black pepper, nutmeg, sandalwood, ylang-ylang, olibanum, patchouli, opoponax"
FRGN-15715,jardin-prive,herve-gambs-paris,False,"grapefruit, mandarin orange, bergamot, green tea, basil, thyme, vetiver, patchouli"
FRGN-15716,red-for-men,giorgio-beverly-hills,False,"artemisia, caraway, basil, bergamot, carnation, juniper berries, thyme, geranium, rose, jasmine, leather, oakmoss, amber, patchouli, cedar"
FRGN-15717,camicia-113-eau-de-toilette,gianfranco-ferre,False,"red berries, magnolia, sorbet, sicilian bergamot, peony, cotton flower, jasmine, musk, iris, patchouli"
FRGN-15718,l-ete-dernier,galimard,False,"ylang-ylang, orange blossom, bergamot, tuberose, iris, rose, sandalwood, vanilla"
FRGN-15719,quilombo,fueguia-1833,False,"milk, caramel, mexican vanilla, sugar"
FRGN-15720,cashmere,franck-boclet,False,"grapefruit, pink pepper, cinnamon, leather, cloves, benzoin, amber, cashmere wood, cedar, vetiver"
FRGN-15721,desert,fragonard,False,"citruses, bergamot, mandarin orange, saffron, sage, neroli, tonka bean, tobacco, beeswax, agarwood (oud)"
FRGN-15722,coeur-de-soleil,fragonard,False,"cassis, bergamot, mandarin orange, freesia, rose, jasmine, cedar, amber"
FRGN-15723,confessions-of-a-garden-gnome,fort-manle,False,"yuzu, coriander, pink pepper, sicilian bergamot, lily-of-the-valley, lily, violet leaf, rose, mango, white musk, ambergris, birch, virginia cedar, amber"
FRGN-15724,impressions-de-giverny,fort-manle,False,"red apple, yuzu, bergamot, magnolia, tulip, mango, osmanthus, fig leaf, ylang-ylang, tuberose, neroli, rose, orange blossom, coriander, ambergris, musk, benzoin"
FRGN-15725,tentation,fiorucci,False,"cassis, rose, pink pepper, jasmine, freesia, heliotrope, musk, sandalwood, cedar"
FRGN-15726,kiss-me-roxo-impulso,eudora,False,"raspberry, mandarin orange, grapefruit, litchi, rose, peach, apple, pear, vanilla, accord eudora®, cotton candy, cedar"
FRGN-15727,vicolo-fiori-eau-de-parfum,etro,False,"tangerine, water lily, lotus, cyclamen, ylang-ylang, rose hip, musk, iris, amber, vanille"
FRGN-15728,virgin-lily-of-the-valley,eric-buterbaugh-florals,False,"orange blossom, bergamot, palisander rosewood, lily-of-the-valley, ylang-ylang, amaryllis, musk, sandalwood, ambrette (musk mallow)"
FRGN-15729,london,english-laundry,False,"pineapple, blackberry, apple, juniper, patchouli, bergamot, ambergris, oakmoss, musk, jasmine, vanilla"
FRGN-15730,camelia-k,ella-k-parfums,False,"pitahaya, blood orange, ginger, indian tuberose, orange blossom, jasmine, camellia, bulgarian rose, tonka bean, vanilla, patchouli, vetiver"
FRGN-15731,rose-de-pushkar,ella-k-parfums,False,"rose water, black pepper, litchi, olibanum, saffron, rose, agarwood (oud), patchouli, sandalwood, white cedar extract, labdanum, musk, amber, leather, tonka bean"
FRGN-15732,le-parfum-resort-collection-2017,elie-saab,False,"frangipani, italian mandarin, pomegranate, orange blossom, jasmine sambac, indonesian patchouli leaf"
FRGN-15733,ambre-et-vanille,e-coudray,False,"ylang-ylang, bitter orange, orange, bergamot, tonka bean, heliotrope, cinnamon, iris, vanilla, amber, patchouli"
FRGN-15734,kashmir-nuit,dixit-zak,False,"jasmine, damask rose, pink grapefruit, bergamot, jasmine, rose, tuberose, cardamom, narcissus, osmanthus, cinnamon, thailand oud, ambergris, indian oud, opoponax, black musk, sandalwood, pandanus, civet, olibanum, saffron, choya nakh, vanilla, tonka bean, amber, tobacco, oakmoss, patchouli"
FRGN-15735,pink-femme,contem-1g,False,"green leaves, orange, bergamot, cotton candy, red fruits, lily, violet, caramel, vanilla, sandalowood, musk, cedar"
FRGN-15736,chypre-clair,conde-parfum,False,"sicilian lemon, lime, petitgrain, bergamot, green tea, bamboo, water lily, oakmoss, vetiver"
FRGN-15737,bain-de-champagne-royal-bain-de-caron,caron,False,"lilac, rose, opoponax, benzoin, incense, vanilla, amber, sandalwood, musk, cedar"
FRGN-15738,eau-de-reglisse-liquorice,caron,False,"lemon verbena, licorice, basil, mandarin orange, ginger, nutmeg, patchouli, vanille, musk"
FRGN-15739,nocturnes-de-caron,caron,False,"aldehydes, neroli, tincture of rose, orange, ylang-ylang, tuberose, jasmine, vetyver, sandalwood, musk"
FRGN-15740,pour-un-homme-de-caron,caron,False,"lavender, rosemary, bergamot, lemon, clary sage, coriander, geranium, cedar, brazilian rosewood, heliotrope, rose, vanilla, musk, tonka bean, moss, amber"
FRGN-15741,black-calamus,carner-barcelona,False,"calamus, papyrus, black pepper, coriander, labdanum, spanish labdanum, turkish rose, osmanthus, agarwood (oud), incense, juniper, mexican vanilla"
FRGN-15742,rima-xi,carner-barcelona,False,"cardamom, saffron, black pepper, mint, ceylon cinnamon, indonesian nutmeg, coriander, indian jasmine, madagascar vanilla, australian sandalwood, benzoin, amber, musk, virginian cedar"
FRGN-15743,absolute-blue,caline,False,"rosemary, sage, bergamot, mint, lavender, neroli, sandalwood, geranium, jasmine, cedar, musk, amber, oakmoss"
FRGN-15744,leather-sensation,byblos,False,"grapefruit, geranium, bergamot, pink pepper, fern, lavender, green leaves, leather, sandalwood, moss, amber, patchouli leaf"
FRGN-15745,rosa-gallica,brecourt,False,"incense, pink pepper, rose, myrrh, ebony tree, cashmere wood, ambergris"
FRGN-15746,matin-a-mogador,botanicae,False,"violet, leather, cumin, bergamot, verbena, benzoin, iris, geranium, nutmeg, rose, clary sage, amber, patchouli, vanilla, vetiver, civet"
FRGN-15747,moss-cologne,bortnikoff,False,"sweet orange, bergamot, grapefruit, lemon, oakmoss, nutmeg, violet leaf, champaca, ylang-ylang, jasmine, oakmoss, ambergris, labdanum, atlas cedar, virginian cedar, vanilla, tonka bean"
FRGN-15748,sushi-imperiale,bois-1920,False,"mandarin orange, lemon, bergamot, cinnamon, nutmeg, pepper, rose, madagascar vanilla, sandalwood, tonka bean"
FRGN-15749,bijan-men,bijan,False,"oakmoss, sage, nutmeg, musk, lavender, lemon, bergamot, mandarin orange, fruity notes, honey, carnation, fir, cinnamon, sandalwood, amber, tarragon, ylang-ylang, jasmine, iris, rose, leather, cloves, patchouli, musk, vetiver, rosemary, benzoin, cedar, vanilla, tonka bean"
FRGN-15750,axis-caviar-ultimate,axis,False,"orange, lemon, bergamot, praline, lavender, agarwood (oud), apple, sandalwood, amber, patchouli, precious woods, musk"
FRGN-15751,seleto-ocean,avatim,False,"sea notes, sicilian lemon, almond, spices, vetiver, cedar, neroli, amber, musk, patchouli, coumarin"
FRGN-15752,shamsin,atelier-flou,False,"narcissus, jasmine, labdanum, olibanum, rose, iris, patchouli, musk, vanilla, cedar"
FRGN-15753,riviera-drive,atelier-des-ors,False,"lemon, rosemary, marjoram, absinthe, cedar, patchouli, cedar, musk, cashmeran"
FRGN-15754,noa-noa,otto-kern,False,"mint, galbanum, cassia, grapefruit, mandarin orange, balsam fir, cedar, sandalwood, heliotrope, orris root, jasmine, patchouli, rose, benzoin, tonka bean, musk, oakmoss, amber, vanilla"
FRGN-15755,supremacy-incense,afnan,False,"oregano, spices, herbal notes, bergamot, opoponax, amber, labdanum, smoke, agarwood (oud), leather, patchouli"
FRGN-15756,patchouly,adopt-parfums,False,"citruses, lavender, patchouli, musk"
FRGN-15757,tender,miller-harris,False,"tulip, ink, hyacinth, pink pepper, aldehydes, cinammon, saffron, peony, rose, cyclamen, leather, woody notes, styrax, olibanum, patchouli, musk, vanilla"
FRGN-15758,eau-de-lacoste-l-12-12-energized,lacoste-fragrances,False,"mint, ginger, tuberose, vetiver"
FRGN-15759,l-aventure-knight,al-haramain-perfumes,False,"lemon verbena, bergamot, tea, violet leaf, iris, powdery notes, ambergris, musk, sandalwood"
FRGN-15760,musk-air,avon,False,"ginger, geranium, sandalwood"
FRGN-15761,black-essential-dark,avon,False,"cosmos flower, juniper berries, cardamom, russian leather, sage, oat, vetiver, cypress, vanilla"
FRGN-15762,far-away-aloha,avon,False,"mandarin orange, tiare flower, musk"
FRGN-15763,eau-belle-d-azzaro,azzaro,False,"yuzu, bergamot, mandarin orange, peach, freesia, cyclamen, false jasmine, cypress, cedar, honey, amber"
FRGN-15764,pas-se-soir,bdk-parfums,False,"ginger, mandarin orange, black pepper, quince, moroccan jasmine, orange blossom, cashmeran, amberwood, singapore patchouli"
FRGN-15765,winterberry-wonder,bath-body-works,False,"frosted apple, pomegranate, clementine, pear, apple, cinnamon flower, brandy, saffron, plum, vanilla, sandalowood"
FRGN-15766,hello-sunshine,bath-body-works,False,"tangerine, apple, pear, peach blossom, red currant, pink peony, jasmine, cedar, moss, musk"
FRGN-15767,lexington-avenue,bond-no-9,False,"cardamom, citruses, star anise, cypress, fennel, creme brulee, peony, orris, almond, sandalwood, patchouli"
FRGN-15768,dubai-indigo,bond-no-9,False,"litchi, peach, bergamot, peony, jasmine, orange blossom, white musk, amber, agarwood (oud), oakmoss"
FRGN-15769,curious-heart,britney-spears,False,"lotus, magnolia, pear, cyclamen, tuberose, jasmine, vanilla, musk, white woods, sandalwood"
FRGN-15770,burberry-men,burberry,False,"mint, lavender, bergamot, thyme, cedar, sandalwood, geranium, jasmine, oakmoss, musk, vanilla, amber"
FRGN-15771,baby-touch,burberry,False,"lemon verbena, mint, rhubarb, orange, mandarin orange, cyclamen, jasmine, lily-of-the-valley, orange blossom, milk, vanilla, moss"
FRGN-15772,bvlgari-pour-femme,bvlgari,False,"violet, carnation, raspberry, peach, coriander, orange blossom, sichuan pepper, bergamot, iris, bulgarian rose, heliotrope, orris root, egyptian jasmine, lily-of-the-valley, musk, green tea, woody notes, sandalwood, vanilla, amber, benzoin, styrax, cedar"
FRGN-15773,love-don-t-be-shy,by-kilian,False,"neroli, bergamot, pink pepper, coriander, orange blossom, honeysuckle, jasmine, iris, rose, sugar, vanilla, caramel, musk, civet, labdanum"
FRGN-15774,amor-amor-in-a-flash,cacharel,False,"red apple, apricot, mandarin orange, cinnamon, jasmine, caramel, vanilla, sandalwood"
FRGN-15775,anais-anais-premier-delice-l-eau,cacharel,False,"pear, sorbet, grapefruit, bergamot, freesia, jasmine, lily-of-the-valley, musk, ambretone, cedar"
FRGN-15776,eternity-summer-2006,calvin-klein,False,"lemon verbena, pink grapefruit, fig leaf, magnolia, jasmine, sage, sandalwood, musk"
FRGN-15777,pure-gold-euphoria-men,calvin-klein,False,"saffron, cardamom, pine needles, rose, vanilla, juniper, agarwood (oud), sandalwood, patchouli, musk"
FRGN-15778,dark-obsession,calvin-klein,False,"guarana, wormwood, green mandarin, balsam fir, clary sage, vetiver, madagascar vanilla, suede, labdanum"
FRGN-15779,blond-jasmine,carolina-herrera,False,"jasmine, citron, mandarin orange, jasmine sambac, jasmine, white musk, vetiver"
FRGN-15780,baiser-vole,cartier,False,"lily, citruses, lily, green lily, green notes"
FRGN-15781,pasha-de-cartier-edition-noire-sport,cartier,False,"citruses, watery notes, sea notes, cedar, sandalwood, amber"
FRGN-15782,chance-eau-de-parfum,chanel,False,"pink pepper, jasmine, iris, patchouli, musk, vanilla"
FRGN-15783,chanel-no-5-eau-de-cologne,chanel,False,"aldehydes, ylang-ylang, african orange flower, bergamot, amalfi lemon, iris, jasmine, rose, orris root, lily-of-the-valley, civetta, musk, amber, sandalwood, vetiver, oak moss, patchouli, vanille"
FRGN-15784,skin-vanilla-eau-fraiche,clean,False,"red apple, mandarin orange, hedione, vanilla, coconut, chocolate, musk, ambroxan, haitian vetiver"
FRGN-15785,coach-eau-de-toilette,coach,False,"water lily, violet, guava, mandarin orange, jasmine, tuberose, african orange flower, mimosa, amber, virginia cedar"
FRGN-15786,odeur-du-theatre-du-chatelet-acte-i,comme-des-garcons,False,"ambrette (musk mallow), black pepper, coffee, rose, orris, orange blossom, musk, cashmeran, virginia cedar"
FRGN-15787,gold,commodity,False,"musk, juniper, vanilla, amber, sandalwood, benzoin"
FRGN-15788,cool-water-exotic-summer,davidoff,False,"sage, mandarin orange, basil, juniper, mint, sandalwood"
FRGN-15789,cool-water-game-happy-summer-for-men,davidoff,False,"grapefruit, watermelon, blood orange, green apple, violet leaf, sea notes, musk, guaiac wood, cedar, patchouli"
FRGN-15790,dolce-vita,dior,False,"peach, cardamom, lily, grapefruit, bergamot, rose, cinnamon, apricot, brazilian rosewood, lily, heliotrope, magnolia, vanilla, sandalwood, cedar, coconut"
FRGN-15791,higher-energy,dior,False,"juniper berries, pineapple, grapefruit, melon, mint, nutmeg, pepper, incense, cedar, vetiver, oakmoss, sandalwood, musk, labdanum"
FRGN-15792,les-creations-de-monsieur-dior-diorella,dior,False,"amalfi lemon, honeysuckle, vetyver"
FRGN-15793,miss-dior-cherie-l-eau,dior,False,"bitter orange, gardenia, musk"
FRGN-15794,eau-capitale-eau-de-parfum,diptyque,False,"pink pepper, bergamot, rose, patchouli"
FRGN-15795,pacific-paradise,escada,False,"banana, coconut, apple, lime, lemon, sugar cane, banana, sunflower, musk, sandalwood, amber"
FRGN-15796,divine-vanille,essential-parfums,False,"cinnamon, black pepper, clary sage, incense, osmanthus, pomarose, madagascar vanilla, tonka bean, siam benzoin, patchouli, texas cedar, musk"
FRGN-15797,aliage,estee-lauder,False,"citruses, jasmine, artemisia, nutmeg, rose, oakmoss, vetiver, cedar"
FRGN-15798,you-or-someone-like-you,etat-libre-d-orange,False,"mint, grapefruit, bergamot, anise, green notes, cassis, rose, hedione, white musk"
FRGN-15799,le-mans-classic-speed-legends,ex-nihilo,False,"bergamot, sage, black currant, tonka bean, amberwood, vetiver"
FRGN-15800,summer-mania-eau-fraiche-pour-femme,giorgio-armani,False,"pear, jasmine, white musk, sandalwood, amber"
FRGN-15801,armani-eau-d-aromes,giorgio-armani,False,"mandarin orange, bergamot, ginger, patchouli, vetiver, sage, cardamom"
FRGN-15802,emporio-armani-for-him-2008,giorgio-armani,False,"bergamot, vetiver, yuzu, sage, cardamom, musk, cedar, tonka bean"
FRGN-15803,onde-mystere,giorgio-armani,False,"amber, musk, moroccan rose, incense, vanilla absolute, spicy notes"
FRGN-15804,si-sono-io,giorgio-armani,False,"cassis, rose, freesia, vanilla, amber, patchouli, woody notes"
FRGN-15805,acqua-nobile-magnolia,acqua-di-parma,False,"citron, lemon, neroli, bergamot, mandarin orange, magnolia, lily-of-the-valley, freesia, jasmine, orange blossom, vanilla, musk"
FRGN-15806,jubilation-25-woman,amouage,False,"ylang-ylang, rose, tarragon, lemon, incense, rose, labdanum, artemisia, myrrh, amber, patchouli, vetiver, musk"
FRGN-15807,songe-precieux,givenchy,False,"guava, pink grapefruit, pink pepper, pink peony, water lily, jasmine, white musk, cedar, sandalwood"
FRGN-15808,pi-neo-tropical-paradise,givenchy,False,"bergamot, grapefruit, palm leaf, fig leaf, sea water, virginia cedar, driftwood, clary sage"
FRGN-15809,reve-d-escapade,givenchy,False,"peach, massoia wood, rose, woody notes, incense"
FRGN-15810,rialto,gritti,False,"saffron, mango, bergamot, taif rose, black iris, agarwood (oud), white musk, cypriol oil or nagarmotha"
FRGN-15811,gucci-oud,gucci,False,"raspberry, pear, saffron, bulgarian rose, orange blossom, agarwood (oud), patchouli, amber, musk"
FRGN-15812,too-much,guerlain,False,"mimosa, bergamot, mimosa, lily, hiacynth, narcissus, benzoin, jasmine"
FRGN-15813,idylle-eau-sublime,guerlain,False,"rose water, litchi, rose, jasmine, peach, white musk, patchouli"
FRGN-15814,la-petite-robe-noire-eau-de-toilette-limited-edition-2014,guerlain,False,"rose, jasmine, green notes, apple, sour cherry, orange blossom, musk, patchouli, white amber"
FRGN-15815,shalimar-souffle-de-parfum-2015,guerlain,False,"mandarin orange, lemon, bergamot, jasmine sambac, orange blossom, tahitian vanilla, indian vanilla, white musk"
FRGN-15816,shalimar-souffle-de-parfum-2016,guerlain,False,"lemon, mandarin orange, bergamot, jasmine sambac, orange blossom, indian vanilla, tahitian vanilla, white musk"
FRGN-15817,rouge-hermes,hermes,False,"rose, ylang-ylang, iris, sandalwood, amber, vanilla, cedar, spices, myrtle"
FRGN-15818,essence-de-femme,hugo-boss,False,"freesia, black currant, mandarin orange, lily, jasmine, apricot, amber"
FRGN-15819,hugo-energize-spray,hugo-boss,False,"pink pepper, mint, pineapple leaf, lemon, cardamom, juniper, freesia, coriander, clary sage, nutmeg, jasmine, teak wood, vanilla, leather"
FRGN-15820,fusion-d-issey-extreme,issey-miyake,False,"cardamom, bergamot, coconut, mint, mineral notes, lavender, solar notes, sandalwood, patchouli"
FRGN-15821,la-belle-paradise-garden,jean-paul-gaultier,False,"blue lotus, iris, vanilla"
FRGN-15822,le-male-aviator,jean-paul-gaultier,False,"mint, violet leaf, woodsy notes"
FRGN-15823,poudre-matcha,kenzo,False,"mate, matcha tea, rose, musk, vanilla"
FRGN-15824,madly-kenzo-oud-collection,kenzo,False,"pink pepper, saffron, agarwood (oud), rose, heliotrope, amber, patchouli, vanilla, leather"
FRGN-15825,rose-royale,lalique,False,"apricot, peach, rose, osmanthus, osmanthus, musk, cashmere wood"
FRGN-15826,just-oud,lattafa-perfumes,False,"raspberry, saffron, geranium, rose, incense, white musk, agarwood (oud), amber"
FRGN-15827,mazaaji,lattafa-perfumes,False,"orange blossom, mandarin orange, bulgarian rose, turkish rose, jasmine, patchouli, vanilla, amber, sandalwood"
FRGN-15828,oud-mood,lattafa-perfumes,False,"rose, saffron, pimento, agarwood (oud), caramel, floral notes, patchouli, woody notes, resins, amber, incense, musk"
FRGN-15829,shaari,lattafa-perfumes,False,"cinnamon, agarwood, saffron, sandalwood, rose, incense, leather, vanilla, amber, musk"
FRGN-15830,etoile-d-oranger,les-nereides,False,"neroli, bergamot, orange blossom, honey, musk"
FRGN-15831,solo-loewe-cedro,loewe,False,"mandarin orange, pink pepper, lavender, nutmeg, cedar, benzoin"
FRGN-15832,lolita-lempicka-eau-de-toilette,lolita-lempicka,False,"cherry, apricot, lemon, iris, jasmine sambac, violet, musk, incense"
FRGN-15833,meteore,louis-vuitton,False,"mandarin orange, sicilian orange, calabrian bergamot, pink pepper, pepper, tunisian neroli, indonesian nutmeg, guatemalan cardamom, java vetiver oil"
FRGN-15834,big,lush,False,"neroli, orange blossom, vanilla"
FRGN-15835,rose-jam-body-spray,lush,False,"damask rose, sicilian lemon, geranium, tonka bean"
FRGN-15836,royal-mango,m-micallef,False,"peach, saffron, rose, mango, dark chocolate, raspberry, caramel, patchouli, vanilla, musk"
FRGN-15837,a-la-rose,maison-francis-kurkdjian,False,"calabrian bergamot, california orange, bulgarian rose, grasse rose, violet, magnolia, musk, cedar"
FRGN-15838,saharian-wind,mancera,False,"spices, leather, bergamot, pink pepper, cypress, lavender, lily-of-the-valley, woody notes, tobacco, amber, vanilla, patchouli, white musk"
FRGN-15839,sand-aoud,mancera,False,"spices, black currant, incense, saffron, rose, agarwood (oud), patchouli, vanilla, white musk"
FRGN-15840,manoa,memo-paris,False,"ginger, bergamot, amalfi lemon, tonka bean, cypress, iris, opoponax, vanille, french labdanum"
FRGN-15841,legend-special-edition-2014,montblanc,False,"lime, mint, apple, violet leaf, cardamom, woody notes"
FRGN-15842,toy-boy,moschino,False,"pink pepper, pear, indonesian nutmeg, elemi, bergamot, rose, clove, magnolia, flax, cashmeran, haitian vetiver, sandalwood, sylkolide, amber"
FRGN-15843,angel-eau-de-toilette,mugler,False,"pink pepper, bergamot, red berries, praline, patchouli, vanille, virginia cedar, musk"
FRGN-15844,wonder-bouquet,mugler,False,"shiso, petitgrain, lily-of-the-valley, orange, tangerine, brioche, jasmine sambac, tuberose, orange blossom, rose, beeswax, hazelnut, vanilla, cashmeran"
FRGN-15845,narciso,narciso-rodriguez,False,"gardenia, white rose, musk, white cedar extract, cedar, vetiver"
FRGN-15846,suspiro,natura,False,"pear, apple, mandarin orange, jasmine, rose, dark chocolate, amber, sandalwood"
FRGN-15847,festival-de-humor,natura,False,"pineapple, green apple, flowers, priprioca"
FRGN-15848,humor-a-dois,natura,False,"black pepper, bergamot, aldehydes, geranium, jasmine, violet, vetiver, musk, amber"
FRGN-15849,kriska-jeans,natura,False,"lemon, bergamot, green notes, grapefruit, orange, iris flower, angelica, lily-of-the-valley, ginger, jasmine, rose, musk, sandalowood, amber, cedar"
